indicator_id,category,level,name,applies_to,source,required_data,calculation_logic,coach_analyst_value,priority,limitations_or_notes,recommended_access,implementation_phase,data_dependency,min_sample_matches,source_document
TEAM-019,team_metric,team,Teamfight Zone Win Rate aproximado,Ambos,HeroKill clustering,HeroKill clustering,Agrupar 3+ eventos kill/death en 20s/radio; comparar kills propias vs deaths.,Aproxima dónde se ganan/pierden peleas. En rival identifica zonas preferidas de pelea.,Media,No sustituye VOD. Clustering espaciotemporal es una aproximación de teamfight. Requiere VOD para análisis de ejecución. CONFIRMADO: heroKills con gameTime y location disponibles para clustering.,Staff,2,event_stream,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
TEAM-020,team_metric,team,Kill/Death Zone Ratio,Ambos,HeroKill + map_zones,HeroKill + map_zones,Kills del equipo en zona / deaths del equipo en zona.,Identifica zonas favorables/desfavorables. Muy útil para heatmap táctico.,Alta,"Depende de precisión de zonas. CONFIRMADO: heroKills con location {x,y,z} disponibles.",Staff,2,event_stream + zone_definitions,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
TEAM-021,team_metric,team,Map Danger Zone Score,Equipo propio,HeroKill + zones + objective windows,HeroKill + zones + objective windows,"Muertes por zona ponderadas por objetivo, fase y resultado.","Prioriza zonas de entrenamiento: entradas de Fangtooth/Prime, jungle rival, chokes.",Alta,"Se puede aplicar a rival, pero el uso principal es coaching interno. CONFIRMADO: heroKills, objectiveKills y wardPlacements todos disponibles.",Staff,2,event_stream + zone_definitions,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
TEAM-022,team_metric,team,Rival Weak Zone Score,Equipo rival,HeroKill + zones + objective windows,HeroKill + zones + objective windows,Zonas donde el rival muere más o pierde más peleas.,"Sirve para plan de partida: dónde forzar, invadir o preparar picks.",Alta,Necesita muestra vs varios equipos. Necesita muestra de partidas contra varios rivales para que las zonas débiles sean consistentes y no dependientes de un solo estilo de rival. CONFIRMADO: mismo event stream que TEAM-021.,Staff,3,event_stream + zone_definitions,15,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
TEAM-023,team_metric,team,Draft Style Winrate,Ambos,Draft + hero archetypes,Draft + hero archetypes,"Winrate por composición: engage, scaling, poke, dive, protect carry, split.",Define identidad propia y preparación rival.,Alta,"PARCIALMENTE CONFIRMADO: heroBans (hero+team, sin orden) disponible solo en RANKED. Composicion final derivable de matchPlayers.hero. Estilo por composicion calculable, pero NOT secuencia de picks. Requiere clasificacion manual de arquetipos de heroes actualizada por parche.",Staff,3,draft_bans,15,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
TEAM-024,team_metric,team,Damage Balance Draft Score,Ambos,Draft + hero database,Draft + hero database,Balance físico/mágico/true/utility estimado por picks.,Evita composiciones fáciles de itemizar; en rival ayuda a preparar builds.,Media,"PARCIALMENTE CONFIRMADO: picks desde matchPlayers, bans desde heroBans en RANKED. Requiere clasificacion manual de dano por heroe (fisico/magico).",Staff,3,draft_bans,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
TEAM-025,team_metric,team,Flex Pick Value,Ambos,Draft + roles/jugadores,Draft + roles/jugadores,Héroes usados por múltiples roles/jugadores con rendimiento positivo.,Aumenta fortaleza de draft propio; en rival identifica picks que no conviene dejar abiertos.,Alta,PARCIALMENTE CONFIRMADO: heroes jugados por posicion disponibles en matchPlayers. Flex pick calculable si un jugador jugo mismo heroe en distintos roles.,Staff,3,draft_bans,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
TEAM-026,team_metric,team,Ban Impact Score,Ambos,Draft + results,Draft + results,Resultado/rendimiento cuando se banea un héroe concreto al rival o al equipo.,Mide si los bans realmente afectan. Clave para scouting.,Muy alta,PARCIALMENTE CONFIRMADO: heroBans disponible en RANKED. Mide que heroes banean contra un rival y el resultado. Sin orden de ban no podemos saber en que slot se baneo.,Staff,3,draft_bans,20,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
TEAM-027,team_metric,team,Target Ban Pressure Received,Equipo propio,Draft,Draft,Frecuencia de bans recibidos contra héroes de jugadores propios.,Detecta qué jugadores son targeteados y si la estrategia rival nos limita.,Alta,PARCIALMENTE CONFIRMADO: heroBans disponible en RANKED. Permite ver que heroes del roster propio son mas baneados por los rivales.,Staff,3,draft_bans,15,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
TEAM-028,team_metric,team,Rival Target Ban Profile,Equipo rival,Draft,Draft,Bans que recibe el rival y rendimiento cuando no recibe esos bans.,Permite copiar/adaptar estrategias de ban eficaces.,Alta,PARCIALMENTE CONFIRMADO: heroBans en RANKED. Requiere historico de partidas del rival sincronizado en la app.,Staff,3,draft_bans,15,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
TEAM-029,team_metric,team,Scouting Threat Index,Equipo rival,Agregado,"Winrate reciente, objective control, gold diff, draft comfort, player threat scores",Score resumen de peligro del rival.,Ayuda a priorizar preparación cuando hay poco tiempo.,Media,No debe sustituir análisis detallado. Score resumen que agrega métricas de grupos anteriores. La fiabilidad depende de que las métricas componentes tengan muestra suficiente. No sustituye análisis detallado.,Staff,3,basic_stats,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
TEAM-030,team_metric,team,Team Training Priority Score,Equipo propio,Agregado + review,Agregado + review,Frecuencia del problema x impacto x recurrencia x facilidad de corrección,"Ordena qué entrenar esta semana: visión, resets, objetivos, draft, etc.",Muy alta,Necesita criterio del staff para ponderar impacto.,Staff,4,manual,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
HM-001,heatmap_visualization,map_event,Muertes por zona,Ambos,event_stream,"HeroKill.location, killedPlayer, killedTeam, role, hero",Kernel density o grid por X/Y; además mapear a zonas tácticas.,Detecta zonas peligrosas para jugadores propios y zonas explotables del rival.,Muy alta,"Permitir filtros por jugador, rol, héroe, resultado, fase y parche. CONFIRMADO: heroKills {location {x,y,z}, killedPlayer} disponibles.",Staff,1,event_stream + zone_definitions,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
HM-002,heatmap_visualization,map_event,Muertes antes de objetivo,Ambos,event_stream,HeroKill + ObjectiveKill,Filtrar muertes en 30/60/90/120s antes de cada objetivo y pintar X/Y.,Probablemente el heatmap más útil: disciplina macro y preparación de objetivos.,Muy alta,"Separar Fangtooth, Primal, Mini Prime, Orb Prime. Separar por tipo de objetivo. Requiere HeroKill.gameTime y ObjectiveKill.gameTime en el event stream. CONFIRMADO: heroKills.gameTime y objectiveKills.gameTime para calcular ventanas.",Staff,2,event_stream + zone_definitions,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
HM-003,heatmap_visualization,map_event,Kills por zona,Ambos,event_stream,"HeroKill.location, killerPlayer/killerTeam",Pintar ubicación de kills desde perspectiva del equipo seleccionado.,Muestra dónde se generan ventajas y dónde el rival castiga.,Alta,"Comparar wins vs losses. CONFIRMADO: heroKills {location, killerTeam} disponibles.",Staff,1,event_stream,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
HM-004,heatmap_visualization,map_event,Kills vs Deaths por zona,Ambos,event_stream,HeroKill + zones,zone_score = kills_in_zone - deaths_in_zone o ratio K/D por zona.,Define zonas fuertes/débiles del equipo y del rival.,Muy alta,"Visualizar como mapa de diferencia, no solo densidad. Visualizar como diferencia K-D por zona; no como densidades independientes. CONFIRMADO: heroKills con team y location.",Staff,2,event_stream + zone_definitions,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
HM-005,heatmap_visualization,map_event,Wards colocadas por zona y tipo,Ambos,event_stream,WardPlacement.location/type/player/team,"Densidad de wards por tipo: STEALTH, ORACLE, SENTRY, SONAR_DRONE, SOLSTONE_DRONE.",Mide hábitos de visión propios y patrones de visión del rival.,Muy alta,"Filtrar por fase y objetivo cercano. CONFIRMADO: wardPlacements {gameTime, type, location} por jugador disponibles. 5 tipos de ward confirmados.",Staff,1,event_stream,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
HM-006,heatmap_visualization,map_event,Wards destruidas / visión perdida,Ambos,event_stream,WardDestruction.location/type/player/team,Densidad de limpiezas de visión y destrucciones antes de objetivos.,Indica dónde el rival nos niega visión o dónde nosotros limpiamos mejor.,Alta,"Cruzar con objetivo en ventana 120s. CONFIRMADO: wardDestructions {gameTime, type, location} disponibles.",Staff,1,event_stream,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
HM-007,heatmap_visualization,map_event,Visión antes de Fangtooth/Prime,Ambos,event_stream,WardPlacement/Destruction + ObjectiveKill,Mostrar wards activas/colocadas/destruidas en 120s previos al objetivo.,"Evalúa setup real antes de objetivos, clave para coaching y scouting.",Muy alta,Necesita duración/radio de ward si se calcula visión activa. Requiere radio de cobertura por tipo de ward y duración estimada para calcular qué zona tenía visión activa. CONFIRMADO: wardPlacements+objectiveKills con timestamps para calcular ventanas pre-objetivo.,Staff,2,event_stream + zone_definitions,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
HM-008,heatmap_visualization,map_event,Muertes sin visión cercana,Equipo propio,event_stream,HeroKill + WardPlacement/Destruction + ward duration/radius,"Para cada muerte, comprobar ward propia activa en radio cercano antes de morir.",Detecta posibles facechecks y zonas oscuras recurrentes.,Alta,Aproximado; no afirma culpa. La ausencia de ward cercana no confirma facecheck pero es una señal de revisión útil. Aproximado; no afirma culpa. CONFIRMADO: heroKills.location y wardPlacements para detectar zonas sin visión.,Staff + jugador afectado,2,event_stream + zone_definitions,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
HM-009,heatmap_visualization,map_event,Objetivos tomados/concedidos,Ambos,event_stream,ObjectiveKill.location/type/team,Densidad y timeline de objetivos por equipo.,Muestra prioridad macro propia y rival.,Alta,"Objetivos fijos; el valor está en tiempo/contexto. CONFIRMADO: objectiveKills {gameTime, type, killerTeam, location}.",Staff + equipo,1,event_stream,5,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
HM-010,heatmap_visualization,map_event,Robos de objetivos,Ambos,event_stream,ObjectiveKill + inferencia de steal,"Eventos de objetivos robados, ubicación, stealer, victim team.",Ayuda a trabajar secure y preparar/evitar steals del rival.,Alta,Definir steal de forma consistente. Definir steal de forma consistente antes de implementar (ver IND-025). CONFIRMADO: objectiveKills disponibles. Inferencia de steal sigue siendo aproximación.,Staff,2,event_stream,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
HM-011,heatmap_visualization,map_event,Estructuras destruidas,Ambos,event_stream,StructureDestruction.location/type/team/gameTime,Pintar torres/inhibidores/core por fase y equipo.,Mide presión de carriles y capacidad de cierre propia/rival.,Alta,"Mapear por carril y lado. CONFIRMADO: structureDestructions {gameTime, structureEntityType, location}.",Staff + equipo,1,event_stream,5,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
HM-012,heatmap_visualization,map_event,Conversión de Prime en estructuras,Ambos,event_stream,ObjectiveKill ORB_PRIME + StructureDestruction,Estructuras en 120/180/240s después de Orb Prime.,Detecta si se aprovecha Prime o si el rival convierte bien.,Muy alta,Añadir timeline y marcador de “sin conversión”. CONFIRMADO: objectiveKills ORB_PRIME y structureDestructions con timestamps.,Staff + equipo,2,event_stream,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
HM-013,heatmap_visualization,map_event,Teamfights aproximadas,Ambos,event_stream,HeroKill cluster temporal/espacial,Agrupar kills/deaths cercanas en tiempo y espacio; clasificar ganada/perdida por balance.,Identifica zonas donde el equipo pelea bien o mal.,Media,"Aproximación; requiere VOD para ejecución. Aproximación de teamfight. Confirmar con VOD antes de extraer conclusiones de ejecución. CONFIRMADO: heroKills {gameTime, location, killerTeam, killedTeam} para clustering.",Staff,2,event_stream,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
HM-014,heatmap_visualization,map_event,Rol por zona de muerte,Ambos,event_stream,HeroKill + MatchPlayer.role,"Capas por rol: carry, support, jungle, mid, offlane.",Permite coaching específico por rol y scouting de rol vulnerable rival.,Alta,Normalizar por número de partidas/rol. CONFIRMADO: heroKills + matchPlayers.role disponibles.,Staff,1,event_stream + zone_definitions,10,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
HM-015,heatmap_visualization,map_event,Héroe por zona de muerte/kill,Ambos,event_stream,HeroKill + hero,Densidad por héroe y evento.,Ayuda a entender riesgos de cada pick y cómo castigarlo.,Media,"Puede requerir muestra grande. Muestra grande por héroe necesaria para que la distribución geográfica sea significativa. CONFIRMADO: heroKills {location, killerHero, killedHero} disponibles.",Staff,2,event_stream,15,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
HM-016,heatmap_visualization,map_event,Rival scouting heatmap,Equipo rival,event_stream,Todos los eventos del rival,Mapa agregado de deaths/kills/wards/objectives del rival.,"Prepara plan de partido: zonas a atacar, zonas a evitar y control de visión rival.",Alta,Necesita históricos comparables. Requiere historial comparable del rival. Rivales con perfil privado o pocas partidas no generan heatmap fiable. CONFIRMADO: event stream completo de rivales accesible (incluyendo wardPlacements rivales).,Staff,3,event_stream + zone_definitions,15,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
REV-001,review_marker,vod_review,bad_reset,Equipo propio,Review/VOD,"timestamp, jugador/rol, objetivo cercano, comentario",Etiqueta manual en evento o minuto concreto.,Detecta resets que provocan llegar tarde a objetivo o perder tempo.,Muy alta,,Staff + jugador afectado,4,manual,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
REV-002,review_marker,vod_review,late_rotation,Equipo propio,Review/VOD,"timestamp, jugador/rol, zona origen/destino",Etiqueta manual con severidad.,"Corrige rotaciones tardías, especialmente support/mid/jungle.",Alta,,Staff + equipo,4,manual,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
REV-003,review_marker,vod_review,bad_objective_setup,Equipo propio,Review/VOD + API,"objetivo, visión, muertes, posición, comentario",Confirmar alerta automática o crear etiqueta manual.,Ayuda a entrenar preparación de Fangtooth/Prime.,Muy alta,,Staff + equipo,4,manual + event_stream,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
REV-004,review_marker,vod_review,good_objective_setup,Equipo propio,Review/VOD + API,"objetivo, visión, timing, roles implicados",Etiqueta positiva.,Refuerza patrones correctos y permite crear playbook.,Alta,,Equipo,4,manual + event_stream,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
REV-005,review_marker,vod_review,bad_engage,Equipo propio,Review/VOD,"timestamp, iniciador, follow-up, resultado",Etiqueta manual con causa.,Diferencia muerte estadística de error real de ejecución.,Alta,,Staff + equipo,4,manual,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
REV-006,review_marker,vod_review,good_engage,Equipo propio,Review/VOD,"timestamp, iniciador, follow-up, resultado",Etiqueta positiva.,Sirve para clips de aprendizaje y reforzar toma de decisiones.,Alta,,Equipo,4,manual,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
REV-007,review_marker,vod_review,bad_focus_target,Equipo propio,Review/VOD,"teamfight, objetivo correcto, objetivo atacado",Etiqueta manual.,Corrige target focus y priorización en teamfights.,Media,,Staff + equipo,4,manual,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
REV-008,review_marker,vod_review,ignored_call,Equipo propio,Audio/review,"call, jugador/equipo, resultado",Etiqueta manual.,Detecta problemas de comunicación/obediencia de shotcalling.,Alta,,Staff privado o equipo según contexto,4,manual,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
REV-009,review_marker,vod_review,no_call,Equipo propio,Audio/review,"momento crítico, acción, ausencia de call",Etiqueta manual.,Detecta vacíos de liderazgo en objetivos/teamfights.,Alta,,Staff + shotcallers,4,manual,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
REV-010,review_marker,vod_review,panic_fight,Equipo propio,Review/VOD,"fight, situación previa, recursos",Etiqueta manual.,Ayuda a corregir peleas forzadas por presión emocional.,Media,,Staff,4,manual,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
REV-011,review_marker,vod_review,overextend,Equipo propio,Review/VOD + death event,"muerte, zona, visión, objetivo cercano",Confirmación manual de muerte por sobreextensión.,Convierte una muerte en tarea concreta de disciplina/map awareness.,Alta,,Staff + jugador,4,manual + event_stream,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
REV-012,review_marker,vod_review,facecheck,Equipo propio,Review/VOD + vision,"muerte, zona sin visión, jugador",Confirmar muerte por entrada sin información.,Muy útil para supports/junglers y control de visión.,Alta,,Staff + jugador/equipo,4,manual + event_stream,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
REV-013,review_marker,vod_review,draft_issue,Equipo propio,Review post-partida,"draft, bans, picks, comfort, matchup",Etiqueta de problema de draft.,Distingue derrota por ejecución de derrota por composición mala.,Alta,,Staff,4,manual,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
REV-014,review_marker,vod_review,execution_issue,Equipo propio,Review post-partida,"fight/objective, jugadores implicados, descripción",Etiqueta de ejecución deficiente.,Permite entrenar ejecución sin culpar al draft.,Alta,,Staff + equipo,4,manual,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
REV-015,review_marker,vod_review,rival_pattern_note,Equipo rival,Scouting manual,"rival, patrón observado, evidencia",Nota cualitativa de scouting.,"Captura hábitos rivales que no salen de API: calls, estilo, errores repetidos.",Alta,,Staff,4,manual,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
REV-016,review_marker,vod_review,player_training_action,Equipo propio,Review + plan,"jugador, marcador afectado, tarea, fecha, estado",Acción correctiva ligada a métrica.,Convierte análisis en entrenamiento medible.,Muy alta,,Staff + jugador,4,manual,N/A,Predecessor_Marcadores_Analisis_API_Heatmaps_v2.docx
